User,Teks,Waktu,Sumber,Tahap1_CaseFolding,Tahap2_Filtered,Tahap3_FinalBersih
fitri 55,"semenjak ada sub total pengiriman khusus ongkirnya makin mahal, mendingan gw belanja di tiktok lebih murah ongkir.",3/8/2026 13:07,Shopee,"semenjak ada sub total pengiriman khusus ongkirnya makin mahal, mendingan gw belanja di tiktok lebih murah ongkir.",semenjak ada sub total pengiriman khusus ongkirnya makin mahal mendingan gw belanja di tiktok lebih murah ongkir,semenjak sub total pengiriman khusus ongkirnya makin mahal mendingan belanja tiktok murah ongkir
Jaenal Abidin,Biarkan bintang yg brbicara,3/8/2026 13:07,Shopee,biarkan bintang yg brbicara,biarkan bintang yg brbicara,biarkan bintang brbicara
Agus Sugiarto,baik,3/8/2026 13:06,Shopee,baik,baik,baik
Bagong Hani,Real Real Real no hoax,3/8/2026 13:06,Shopee,real real real no hoax,real real real no hoax,real real real hoax
Erni Ernawati,Sangat membantu bisa belanja dari rumah dan mohon bisa ditambahkan fitur tuk bisa klik saat cek out dipembayaran sisa saldo shopeepay agar bisa nol sisa saldonya misal seperti klik koin,3/8/2026 13:06,Shopee,sangat membantu bisa belanja dari rumah dan mohon bisa ditambahkan fitur tuk bisa klik saat cek out dipembayaran sisa saldo shopeepay agar bisa nol sisa saldonya misal seperti klik koin,sangat membantu bisa belanja dari rumah dan mohon bisa ditambahkan fitur tuk bisa klik saat cek out dipembayaran sisa saldo shopeepay agar bisa nol sisa saldonya misal seperti klik koin,membantu belanja rumah mohon ditambahkan fitur tuk klik cek out dipembayaran sisa saldo shopeepay agar nol sisa saldonya misal klik koin
Balmon Miya,saran saya pas pengiriman tahap akhir nomor kurir nya di cantumin biar enak buat di hubungin duluan,3/8/2026 13:04,Shopee,saran saya pas pengiriman tahap akhir nomor kurir nya di cantumin biar enak buat di hubungin duluan,saran saya pas pengiriman tahap akhir nomor kurir nya di cantumin biar enak buat di hubungin duluan,saran pas pengiriman tahap akhir nomor kurir cantumin biar enak hubungin duluan
Imam Shypuden,mudah di gunakan,3/8/2026 13:03,Shopee,mudah di gunakan,mudah di gunakan,mudah gunakan
Reno 92,dengan adanya shopee kami sangat terbantu,3/8/2026 13:03,Shopee,dengan adanya shopee kami sangat terbantu,dengan adanya shopee kami sangat terbantu,adanya shopee terbantu
akuardi,"murah banyak diskon dan forcer, pengiriman barang cepat dan aman harga pun terjangkau",3/8/2026 13:03,Shopee,"murah banyak diskon dan forcer, pengiriman barang cepat dan aman harga pun terjangkau",murah banyak diskon dan forcer pengiriman barang cepat dan aman harga pun terjangkau,murah diskon forcer pengiriman barang cepat aman harga pun terjangkau
nasoi,belanja dishopee serba ada lengkap dan harganya terjangkau sangat memanjakan pelanggan,3/8/2026 13:02,Shopee,belanja dishopee serba ada lengkap dan harganya terjangkau sangat memanjakan pelanggan,belanja dishopee serba ada lengkap dan harganya terjangkau sangat memanjakan pelanggan,belanja dishopee serba lengkap harganya terjangkau memanjakan pelanggan
Akhmad Mustaqim,saya kehilangan akun bagaimana cara mengembalika akun yang dulu,3/8/2026 13:01,Shopee,saya kehilangan akun bagaimana cara mengembalika akun yang dulu,saya kehilangan akun bagaimana cara mengembalika akun yang dulu,kehilangan akun bagaimana cara mengembalika akun dulu
Life Story,"kok sekarang shopee ada iklannya ya menutupi konten yang kita lihat, misal kita sedang melihat toko untuk belanja tiba tiba muncul iklan kan kesal mana iklannya lama lagi...",3/8/2026 13:00,Shopee,"kok sekarang shopee ada iklannya ya menutupi konten yang kita lihat, misal kita sedang melihat toko untuk belanja tiba tiba muncul iklan kan kesal mana iklannya lama lagi...",kok sekarang shopee ada iklannya ya menutupi konten yang kita lihat misal kita sedang melihat toko untuk belanja tiba tiba muncul iklan kan kesal mana iklannya lama lagi,sekarang shopee iklannya menutupi konten lihat misal sedang melihat toko belanja tiba tiba muncul iklan kesal mana iklannya lama
kelana nur,kebanyakan verifikasi!,3/8/2026 12:59,Shopee,kebanyakan verifikasi!,kebanyakan verifikasi,kebanyakan verifikasi
Rina faurina,keren,3/8/2026 12:57,Shopee,keren,keren,keren
RIZKY HIDAYAT,barang bagus dan murah tapi kadang jelek dan suka ada promo dan gratis ongkir,3/8/2026 12:55,Shopee,barang bagus dan murah tapi kadang jelek dan suka ada promo dan gratis ongkir,barang bagus dan murah tapi kadang jelek dan suka ada promo dan gratis ongkir,barang bagus murah kadang jelek suka promo gratis ongkir
Diah Elokfarikoh,ok,3/8/2026 12:54,Shopee,ok,ok,
Ferry Prayinto,saya kasih bintang 3 karena belom sempurna untuk pengajuan pertama SPinjam di ACC berikutnya selalu ditolak dan saldo tidak naik2 padahal sudah membayar lunas ditambah lagi Spaylater saldo tidak pernah naik2 limit,3/8/2026 12:53,Shopee,saya kasih bintang 3 karena belom sempurna untuk pengajuan pertama spinjam di acc berikutnya selalu ditolak dan saldo tidak naik2 padahal sudah membayar lunas ditambah lagi spaylater saldo tidak pernah naik2 limit,saya kasih bintang karena belom sempurna untuk pengajuan pertama spinjam di acc berikutnya selalu ditolak dan saldo tidak naik padahal sudah membayar lunas ditambah lagi spaylater saldo tidak pernah naik limit,kasih bintang belom sempurna pengajuan pertama spinjam acc berikutnya selalu ditolak saldo naik padahal membayar lunas ditambah spaylater saldo pernah naik limit
Sasma Lenda,pengiriman sangat lelet dan saya sudah 2 Minggu menunggu paket dan saya gk jadi keluar kota karna menunggu paket yg sangat lama.,3/8/2026 12:53,Shopee,pengiriman sangat lelet dan saya sudah 2 minggu menunggu paket dan saya gk jadi keluar kota karna menunggu paket yg sangat lama.,pengiriman sangat lelet dan saya sudah minggu menunggu paket dan saya gk jadi keluar kota karna menunggu paket yg sangat lama,pengiriman lelet minggu menunggu paket keluar kota menunggu paket lama
Mikhael C. Sulaiman,"Bagus, Murah, dan Lengkap...",3/8/2026 12:53,Shopee,"bagus, murah, dan lengkap...",bagus murah dan lengkap,bagus murah lengkap
Agoes Rachmat S,menyenangkan belanja di shopee,3/8/2026 12:52,Shopee,menyenangkan belanja di shopee,menyenangkan belanja di shopee,menyenangkan belanja shopee
Nuria Ulfa,Slalu suka dan puas belanja di shopee,3/8/2026 12:52,Shopee,slalu suka dan puas belanja di shopee,slalu suka dan puas belanja di shopee,slalu suka puas belanja shopee
Sugi Andre,josssd,3/8/2026 12:51,Shopee,josssd,josssd,josssd
Iqbal Mahpudin,"aku sering belanja dishopee bahkan hampir setiap hari, tapi pas ngajuin paylater selalu ditolak terus, saya kecewa dengan apk shopee tidak bisa meringankan pengguna",3/8/2026 12:50,Shopee,"aku sering belanja dishopee bahkan hampir setiap hari, tapi pas ngajuin paylater selalu ditolak terus, saya kecewa dengan apk shopee tidak bisa meringankan pengguna",aku sering belanja dishopee bahkan hampir setiap hari tapi pas ngajuin paylater selalu ditolak terus saya kecewa dengan apk shopee tidak bisa meringankan pengguna,sering belanja dishopee bahkan hampir setiap hari pas ngajuin paylater selalu ditolak kecewa apk shopee meringankan pengguna
Dapur Inovasi 47,"Mudah digunakan,Sangat membantu smoga semakin Baik dalam pelayanan,Trims",3/8/2026 12:48,Shopee,"mudah digunakan,sangat membantu smoga semakin baik dalam pelayanan,trims",mudah digunakan sangat membantu smoga semakin baik dalam pelayanan trims,mudah digunakan membantu smoga semakin baik pelayanan trims
Video Snack,"udh seminggu main ketuk beduk selalu alasannya ""maaf terjadi kesalahan"" apaan itu udh capek ketuk sampe 100% masih aja itu alasannya apalah💩",3/8/2026 12:47,Shopee,"udh seminggu main ketuk beduk selalu alasannya ""maaf terjadi kesalahan"" apaan itu udh capek ketuk sampe 100% masih aja itu alasannya apalah💩",udh seminggu main ketuk beduk selalu alasannya maaf terjadi kesalahan apaan itu udh capek ketuk sampe masih aja itu alasannya apalah,udh seminggu main ketuk beduk selalu alasannya maaf terjadi kesalahan apaan udh capek ketuk sampe masih alasannya apalah
Anas Azwar,bagus banget aplikasi nya harganya murah dan gratis ongkir,3/8/2026 12:46,Shopee,bagus banget aplikasi nya harganya murah dan gratis ongkir,bagus banget aplikasi nya harganya murah dan gratis ongkir,bagus aplikasi harganya murah gratis ongkir
dongkrak bos,puas bnget,3/8/2026 12:46,Shopee,puas bnget,puas bnget,puas bnget
Suyono ST,Ok bangett & teramat sangat mrmbantu. semakin kesini semakin the best.no 1,3/8/2026 12:46,Shopee,ok bangett & teramat sangat mrmbantu. semakin kesini semakin the best.no 1,ok bangett teramat sangat mrmbantu semakin kesini semakin the best no,bangett teramat mrmbantu semakin kesini semakin the best
Nella Irmayanda,"pesanan main batalkan aja tanpa konfirmasi, padahal paket sudah digudang kecamatan. Buat laporan tidak ada solusi.",3/8/2026 12:45,Shopee,"pesanan main batalkan aja tanpa konfirmasi, padahal paket sudah digudang kecamatan. buat laporan tidak ada solusi.",pesanan main batalkan aja tanpa konfirmasi padahal paket sudah digudang kecamatan buat laporan tidak ada solusi,pesanan main batalkan tanpa konfirmasi padahal paket digudang kecamatan laporan solusi
Hafizh,arigato,3/8/2026 12:45,Shopee,arigato,arigato,arigato
Budi Ndong,kenapa paket saya di tahan selama 14 harii dii bekasii manaa semua paket sayaa bukan cuman 1 paket,3/8/2026 12:44,Shopee,kenapa paket saya di tahan selama 14 harii dii bekasii manaa semua paket sayaa bukan cuman 1 paket,kenapa paket saya di tahan selama harii dii bekasii manaa semua paket sayaa bukan cuman paket,kenapa paket tahan selama harii dii bekasii manaa semua paket sayaa bukan cuman paket
Amirah Sahla,banyak yang gratis,3/8/2026 12:44,Shopee,banyak yang gratis,banyak yang gratis,gratis
Khairol Razi,"Pengalaman belanja online di shopee terasa sangat memuaskan, hemat, dan praktis.",3/8/2026 12:42,Shopee,"pengalaman belanja online di shopee terasa sangat memuaskan, hemat, dan praktis.",pengalaman belanja online di shopee terasa sangat memuaskan hemat dan praktis,pengalaman belanja online shopee terasa memuaskan hemat praktis
Surya Setia Darma,Shopee terpercaya,3/8/2026 12:42,Shopee,shopee terpercaya,shopee terpercaya,shopee terpercaya
momon raharjo,ok,3/8/2026 12:42,Shopee,ok,ok,
Faiz Mita,berbelanja lebih mudah dah hemat dari rumah...,3/8/2026 12:41,Shopee,berbelanja lebih mudah dah hemat dari rumah...,berbelanja lebih mudah dah hemat dari rumah,berbelanja mudah hemat rumah
alea calista,Aplikasi all-in-one! Dari kebutuhan sehari-hari sampai barang unik ada semua. Promo koinnya juga bikin ketagihan belanja,3/8/2026 12:40,Shopee,aplikasi all-in-one! dari kebutuhan sehari-hari sampai barang unik ada semua. promo koinnya juga bikin ketagihan belanja,aplikasi all in one dari kebutuhan sehari hari sampai barang unik ada semua promo koinnya juga bikin ketagihan belanja,aplikasi all one kebutuhan sehari hari barang unik semua promo koinnya bikin ketagihan belanja
Bandit Gaming,Pengiriman yang ga pernah sesuai dengan estimasi yang tertera saya mesan paket tanggal 27 di aplikasi estimasi nya tanggal 4 sampai tapi apaa sampai tanggal 8 juga belum kunjung datang dan paket tersebut ngstak di lampung dari tanggal 1 sampai delapan SPX lelet ganti saja lagi dengan JNT,3/8/2026 12:40,Shopee,pengiriman yang ga pernah sesuai dengan estimasi yang tertera saya mesan paket tanggal 27 di aplikasi estimasi nya tanggal 4 sampai tapi apaa sampai tanggal 8 juga belum kunjung datang dan paket tersebut ngstak di lampung dari tanggal 1 sampai delapan spx lelet ganti saja lagi dengan jnt,pengiriman yang ga pernah sesuai dengan estimasi yang tertera saya mesan paket tanggal di aplikasi estimasi nya tanggal sampai tapi apaa sampai tanggal juga belum kunjung datang dan paket tersebut ngstak di lampung dari tanggal sampai delapan spx lelet ganti saja lagi dengan jnt,pengiriman pernah sesuai estimasi tertera mesan paket tanggal aplikasi estimasi tanggal apaa tanggal belum kunjung datang paket tersebut ngstak lampung tanggal delapan spx lelet ganti jnt
su genk,mau yg lbh gede lagi dapat na biar ocd,3/8/2026 12:39,Shopee,mau yg lbh gede lagi dapat na biar ocd,mau yg lbh gede lagi dapat na biar ocd,mau lbh gede dapat biar ocd
radajuita Sari,aplikasi tidak bisa di nonaktifkan,3/8/2026 12:38,Shopee,aplikasi tidak bisa di nonaktifkan,aplikasi tidak bisa di nonaktifkan,aplikasi nonaktifkan
Risal HDR,cuma saya ko GK bisa cod ya tolong lha,3/8/2026 12:37,Shopee,cuma saya ko gk bisa cod ya tolong lha,cuma saya ko gk bisa cod ya tolong lha,cuma cod tolong lha
Natanael,cs shope parah.di komplain 2 hari krn driver tdk dtg pick up brg seller.malah laporan nya main diselesaikan saja.tanpa ada penyelesaian nya.,3/8/2026 12:36,Shopee,cs shope parah.di komplain 2 hari krn driver tdk dtg pick up brg seller.malah laporan nya main diselesaikan saja.tanpa ada penyelesaian nya.,cs shope parah di komplain hari krn driver tdk dtg pick up brg seller malah laporan nya main diselesaikan saja tanpa ada penyelesaian nya,shope parah komplain hari krn driver tdk dtg pick brg seller malah laporan main diselesaikan tanpa penyelesaian
Azalea Purindha,sangat mantap,3/8/2026 12:35,Shopee,sangat mantap,sangat mantap,mantap
Abdul rosid official,jos,3/8/2026 12:33,Shopee,jos,jos,jos
irawati iriyani,"kenapa akun spaylater dan spinjam saya dibekukan? padahal sudah 2th lebih lunas, bagaimana solusinya?",3/8/2026 12:33,Shopee,"kenapa akun spaylater dan spinjam saya dibekukan? padahal sudah 2th lebih lunas, bagaimana solusinya?",kenapa akun spaylater dan spinjam saya dibekukan padahal sudah th lebih lunas bagaimana solusinya,kenapa akun spaylater spinjam dibekukan padahal lunas bagaimana solusinya
hapis hapis,mantab,3/8/2026 12:32,Shopee,mantab,mantab,mantab
ASNANI,"kalian nih sibuk update yg gak penting,coba perbaiki pengiriman, masa sistem sudah sampai dikota sama malah balik ke kota sebelumnya,habis itu balik lagi coba perbaiki sistem rute nya",3/8/2026 12:30,Shopee,"kalian nih sibuk update yg gak penting,coba perbaiki pengiriman, masa sistem sudah sampai dikota sama malah balik ke kota sebelumnya,habis itu balik lagi coba perbaiki sistem rute nya",kalian nih sibuk update yg gak penting coba perbaiki pengiriman masa sistem sudah sampai dikota sama malah balik ke kota sebelumnya habis itu balik lagi coba perbaiki sistem rute nya,kalian sibuk update penting coba perbaiki pengiriman masa sistem dikota malah balik kota sebelumnya habis balik coba perbaiki sistem rute
Tri Wahyuni,banyak diskon,3/8/2026 12:29,Shopee,banyak diskon,banyak diskon,diskon
Bayu Sumpena,rekomended,3/8/2026 12:28,Shopee,rekomended,rekomended,rekomended
Thereal Yulia Purwati,Beli undangan malah di batalin otomatis udah tau butuh banget buat acara penting,3/8/2026 12:26,Shopee,beli undangan malah di batalin otomatis udah tau butuh banget buat acara penting,beli undangan malah di batalin otomatis udah tau butuh banget buat acara penting,beli undangan malah batalin otomatis tau butuh acara penting
Erik Sofan,skrng pengiriman jdi lama ga satset,3/8/2026 12:26,Shopee,skrng pengiriman jdi lama ga satset,skrng pengiriman jdi lama ga satset,skrng pengiriman jdi lama satset
Mobile Legend05,"DC Cakunggggg lambatt, pakettt stuckk",3/8/2026 12:25,Shopee,"dc cakunggggg lambatt, pakettt stuckk",dc cakunggggg lambatt pakettt stuckk,cakunggggg lambatt pakettt stuckk
Budi Jarot,selalu mengerti dan berwawasan baik,3/8/2026 12:23,Shopee,selalu mengerti dan berwawasan baik,selalu mengerti dan berwawasan baik,selalu mengerti berwawasan baik
Rahmawati Indri,good,3/8/2026 12:22,Shopee,good,good,good
Tengku M. Iqbal,"beli di shopee deg degan.. untung²an... Barangnya banyak yg kualitas nya hancur... beberapa kali beli, banyak yg mengecewakan.... gak sesuai dgn tampilan gambar... Kalah menang lbh aman beli di toko langsung...",3/8/2026 12:22,Shopee,"beli di shopee deg degan.. untung²an... barangnya banyak yg kualitas nya hancur... beberapa kali beli, banyak yg mengecewakan.... gak sesuai dgn tampilan gambar... kalah menang lbh aman beli di toko langsung...",beli di shopee deg degan untung an barangnya banyak yg kualitas nya hancur beberapa kali beli banyak yg mengecewakan gak sesuai dgn tampilan gambar kalah menang lbh aman beli di toko langsung,beli shopee deg degan untung barangnya kualitas hancur beberapa kali beli mengecewakan sesuai dgn tampilan gambar kalah menang lbh aman beli toko langsung
Herlina Lina,"paylatter udh dilunasin tpi ditangguhkan,udah 2 tahunnn !!!!",3/8/2026 12:21,Shopee,"paylatter udh dilunasin tpi ditangguhkan,udah 2 tahunnn !!!!",paylatter udh dilunasin tpi ditangguhkan udah tahunnn,paylatter udh dilunasin tpi ditangguhkan tahunnn
Mollong Ajha,pengirimannya sekarang makin lama,3/8/2026 12:21,Shopee,pengirimannya sekarang makin lama,pengirimannya sekarang makin lama,pengirimannya sekarang makin lama
Khabibatul Rizqy,baik,3/8/2026 12:21,Shopee,baik,baik,baik
Nafisatun Hasanah,bagus,3/8/2026 12:19,Shopee,bagus,bagus,bagus
Eva vha,bgusss,3/8/2026 12:18,Shopee,bgusss,bgusss,bgusss
Jihanaura Salwasalsabila,bagus dan sangat sempurna untuk belanja online! ❤️✨,3/8/2026 12:18,Shopee,bagus dan sangat sempurna untuk belanja online! ❤️✨,bagus dan sangat sempurna untuk belanja online,bagus sempurna belanja online
Awan Setiawan,belanja disopimemang oke tapi masalah onkirtolong disesuaikan aja karena barang yang dipesan setelah dilihat onkirnya terlalu mahal ahirnyadi batalkan,3/8/2026 12:17,Shopee,belanja disopimemang oke tapi masalah onkirtolong disesuaikan aja karena barang yang dipesan setelah dilihat onkirnya terlalu mahal ahirnyadi batalkan,belanja disopimemang oke tapi masalah onkirtolong disesuaikan aja karena barang yang dipesan setelah dilihat onkirnya terlalu mahal ahirnyadi batalkan,belanja disopimemang oke masalah onkirtolong disesuaikan barang dipesan setelah dilihat onkirnya terlalu mahal ahirnyadi batalkan
Mohammadnasir Bwi,"Belanja di shopee ok banget. Amanah, harga barang murah",3/8/2026 12:15,Shopee,"belanja di shopee ok banget. amanah, harga barang murah",belanja di shopee ok banget amanah harga barang murah,belanja shopee amanah harga barang murah
Tashorruf,aolikasi tambah update tambah buffering hadeh shopee,3/8/2026 12:11,Shopee,aolikasi tambah update tambah buffering hadeh shopee,aolikasi tambah update tambah buffering hadeh shopee,aolikasi tambah update tambah buffering hadeh shopee
Ari Maryani,bagus,3/8/2026 12:08,Shopee,bagus,bagus,bagus
Liona Leviani,seru bngt belanja disini bisa cod,3/8/2026 12:08,Shopee,seru bngt belanja disini bisa cod,seru bngt belanja disini bisa cod,seru bngt belanja disini cod
Tahir Hajahsunang,"platform terbaik penjualan, sangat terbantu adanya Shopee",3/8/2026 12:07,Shopee,"platform terbaik penjualan, sangat terbantu adanya shopee",platform terbaik penjualan sangat terbantu adanya shopee,platform terbaik penjualan terbantu adanya shopee
Anggi Purnama,ok,3/8/2026 12:07,Shopee,ok,ok,
Yuni Ati,"sangat senang belanja di Shopee murah"" dan praktis tinggal duduk manis d rmh barang sampai",3/8/2026 12:06,Shopee,"sangat senang belanja di shopee murah"" dan praktis tinggal duduk manis d rmh barang sampai",sangat senang belanja di shopee murah dan praktis tinggal duduk manis d rmh barang sampai,senang belanja shopee murah praktis tinggal duduk manis rmh barang
ilmiyatul Rifka,semenjak ada Shopee belanja jadi mudah jadi tidak harus keluar rumah aku udah lama langganan Shopee dan selalu memuas kan seller dan kurir nya juga ramah.,3/8/2026 12:06,Shopee,semenjak ada shopee belanja jadi mudah jadi tidak harus keluar rumah aku udah lama langganan shopee dan selalu memuas kan seller dan kurir nya juga ramah.,semenjak ada shopee belanja jadi mudah jadi tidak harus keluar rumah aku udah lama langganan shopee dan selalu memuas kan seller dan kurir nya juga ramah,semenjak shopee belanja mudah harus keluar rumah lama langganan shopee selalu memuas seller kurir ramah
Riyanti Ana,"lebih murah, banyak diskon dan gratis ongkir",3/8/2026 12:05,Shopee,"lebih murah, banyak diskon dan gratis ongkir",lebih murah banyak diskon dan gratis ongkir,murah diskon gratis ongkir
ILham Bowo,"Tidak sesuai PENGIRIMAN, pesanan tanggal 6 (jumat) sudah berbayar paling mahal hampir 50 ribu, estimasi tiba 1 hari di tanggal 7 (sabtu)... TIDAK KUNJUNG DATANG TEPAT WAKTU (tidak amanah) saya mencoba komplain penjual dijawab oleh Asisten Chat ..tidak menyelesaikan masalah tidak bisa ombrol dengan penjual langsung. diproses aplikasi chat Shopee juga tidak MENYELESAIKAN MASALAH. estimasi tiba di tanggal 9 (senin) dimana dihari jam kerja umumnya .Saya kecewa dengan pelayanan SHOPEE MENYESAL",3/8/2026 12:04,Shopee,"tidak sesuai pengiriman, pesanan tanggal 6 (jumat) sudah berbayar paling mahal hampir 50 ribu, estimasi tiba 1 hari di tanggal 7 (sabtu)... tidak kunjung datang tepat waktu (tidak amanah) saya mencoba komplain penjual dijawab oleh asisten chat ..tidak menyelesaikan masalah tidak bisa ombrol dengan penjual langsung. diproses aplikasi chat shopee juga tidak menyelesaikan masalah. estimasi tiba di tanggal 9 (senin) dimana dihari jam kerja umumnya .saya kecewa dengan pelayanan shopee menyesal",tidak sesuai pengiriman pesanan tanggal jumat sudah berbayar paling mahal hampir ribu estimasi tiba hari di tanggal sabtu tidak kunjung datang tepat waktu tidak amanah saya mencoba komplain penjual dijawab oleh asisten chat tidak menyelesaikan masalah tidak bisa ombrol dengan penjual langsung diproses aplikasi chat shopee juga tidak menyelesaikan masalah estimasi tiba di tanggal senin dimana dihari jam kerja umumnya saya kecewa dengan pelayanan shopee menyesal,sesuai pengiriman pesanan tanggal jumat berbayar paling mahal hampir ribu estimasi tiba hari tanggal sabtu kunjung datang tepat waktu amanah mencoba komplain penjual dijawab oleh asisten chat menyelesaikan masalah ombrol penjual langsung diproses aplikasi chat shopee menyelesaikan masalah estimasi tiba tanggal senin dimana dihari jam kerja umumnya kecewa pelayanan shopee menyesal
bubu blaster,"spx parah sudah nunggu lama dari tgl 3 sampe tgl 8 malah di batalkan yg lebih parahnya barang sudah deket alamat malah balik lagi ke cakung alasannya salah jalur dan lebih parah lagi sudah hubungi cs sampe 3x hanya php doang jadi cs seolah hanya tempat curhat karena tetap ikuti spx bukan solusi untuk customer, spx yg salah customer yg dirugikan nunggu seminggu dibatalkan dan musti pesan ulang nunggu lagi ntah berapa lama lagi kalau salah jalur lagi apa ga di batalin sepihak lagi?",3/8/2026 12:03,Shopee,"spx parah sudah nunggu lama dari tgl 3 sampe tgl 8 malah di batalkan yg lebih parahnya barang sudah deket alamat malah balik lagi ke cakung alasannya salah jalur dan lebih parah lagi sudah hubungi cs sampe 3x hanya php doang jadi cs seolah hanya tempat curhat karena tetap ikuti spx bukan solusi untuk customer, spx yg salah customer yg dirugikan nunggu seminggu dibatalkan dan musti pesan ulang nunggu lagi ntah berapa lama lagi kalau salah jalur lagi apa ga di batalin sepihak lagi?",spx parah sudah nunggu lama dari tgl sampe tgl malah di batalkan yg lebih parahnya barang sudah deket alamat malah balik lagi ke cakung alasannya salah jalur dan lebih parah lagi sudah hubungi cs sampe x hanya php doang jadi cs seolah hanya tempat curhat karena tetap ikuti spx bukan solusi untuk customer spx yg salah customer yg dirugikan nunggu seminggu dibatalkan dan musti pesan ulang nunggu lagi ntah berapa lama lagi kalau salah jalur lagi apa ga di batalin sepihak lagi,spx parah nunggu lama tgl sampe tgl malah batalkan parahnya barang deket alamat malah balik cakung alasannya salah jalur parah hubungi sampe php doang seolah tempat curhat tetap ikuti spx bukan solusi customer spx salah customer dirugikan nunggu seminggu dibatalkan musti pesan ulang nunggu ntah berapa lama salah jalur batalin sepihak
Padli Idli,bagus,3/8/2026 12:00,Shopee,bagus,bagus,bagus
Anonym,"bertahun2 pake Shopee ,baru kali ini kecewa berat. paket udah di kurir, tinggal anter aja sampe 3hari berturut2 ngga sampe2, takutnya paket udah keburu rusak dijalan karna udah berhari2 ketimpa paket lain& dibawa2 kurir. tolonglah buat kurirnya kalo emang gak bisa anter paling ngga ngabarin.",3/8/2026 11:58,Shopee,"bertahun2 pake shopee ,baru kali ini kecewa berat. paket udah di kurir, tinggal anter aja sampe 3hari berturut2 ngga sampe2, takutnya paket udah keburu rusak dijalan karna udah berhari2 ketimpa paket lain& dibawa2 kurir. tolonglah buat kurirnya kalo emang gak bisa anter paling ngga ngabarin.",bertahun pake shopee baru kali ini kecewa berat paket udah di kurir tinggal anter aja sampe hari berturut ngga sampe takutnya paket udah keburu rusak dijalan karna udah berhari ketimpa paket lain dibawa kurir tolonglah buat kurirnya kalo emang gak bisa anter paling ngga ngabarin,bertahun pake shopee baru kali kecewa berat paket kurir tinggal anter sampe hari berturut ngga sampe takutnya paket keburu rusak dijalan berhari ketimpa paket lain dibawa kurir tolonglah kurirnya emang anter paling ngga ngabarin
Epo Fira,aplikasi bagus mudah memesan barang atau lain ²,3/8/2026 11:58,Shopee,aplikasi bagus mudah memesan barang atau lain ²,aplikasi bagus mudah memesan barang atau lain,aplikasi bagus mudah memesan barang lain
hilal rahmatullah,aplikasi rusak,3/8/2026 11:57,Shopee,aplikasi rusak,aplikasi rusak,aplikasi rusak
Suci Nabilla,aku bisa belanja setiap hari dengan harga yg murahh,3/8/2026 11:57,Shopee,aku bisa belanja setiap hari dengan harga yg murahh,aku bisa belanja setiap hari dengan harga yg murahh,belanja setiap hari harga murahh
Muh Agung Prasetya,"Mengapa algoritma shopee saya menampilkan dan merekomendasikan konten pornografi dan seksual? saya ingin algoritma yang normal saja, bukan rekomendasi pornografi dan seksual!.",3/8/2026 11:57,Shopee,"mengapa algoritma shopee saya menampilkan dan merekomendasikan konten pornografi dan seksual? saya ingin algoritma yang normal saja, bukan rekomendasi pornografi dan seksual!.",mengapa algoritma shopee saya menampilkan dan merekomendasikan konten pornografi dan seksual saya ingin algoritma yang normal saja bukan rekomendasi pornografi dan seksual,mengapa algoritma shopee menampilkan merekomendasikan konten pornografi seksual ingin algoritma normal bukan rekomendasi pornografi seksual
kurnia timur,tlg tertibkan toko2 yg suka senaknya mengcancel barang2 yg sdh kita bayar. kita sdh nunggu bbrp hari eee tiba2 di cancel karena mereka mau naikin harga sangat mengecewakan,3/8/2026 11:57,Shopee,tlg tertibkan toko2 yg suka senaknya mengcancel barang2 yg sdh kita bayar. kita sdh nunggu bbrp hari eee tiba2 di cancel karena mereka mau naikin harga sangat mengecewakan,tlg tertibkan toko yg suka senaknya mengcancel barang yg sdh kita bayar kita sdh nunggu bbrp hari eee tiba di cancel karena mereka mau naikin harga sangat mengecewakan,tlg tertibkan toko suka senaknya mengcancel barang sdh bayar sdh nunggu bbrp hari eee tiba cancel mau naikin harga mengecewakan
