Username,Rating,Isi Ulasan,Waktu Ulasan
McBudie Budi,5 bintang,Nongkrong di teras balkon Kebon Ndalem sambil menikmati pemandangan sekitar Tugu Jogja dari atas.. & menikmati sajian Nasi Goreng Sambal Hijau.. mantaaap..,setahun lalu
Fuadi Rasyid96,5 bintang,Tempat yg Cocok untuk menikmati jogja malam hari,6 bulan lalu
Art Estetik,5 bintang,"Sejarah singkat TUGU JOGJA
Tugu Jogja dibangun pada tahun 1755
Oleh Sri Sultan Hamengku Buwono I, Pendiri keraton Yogyakarta. …",setahun lalu
dedi prayitno,5 bintang,"Tempat yg selalu ramai jika weekend maupun longweekend.
Banyak jajanan, dan penginapan di area sekitar.
Semacet²nya jogja entah mengapa selalu menjadi daya tarik untuk kembali",setahun lalu
clean qurrota,5 bintang,Salah satu bangunan bersejarah di Jogja yang rasanya kalo belum ke sini belum ke Jogja. Sebagai orang Jogja ga expect kalau segede ini bisanya soalnya cuma lewat dan lalu lalang.,setahun lalu
Mamuk Marwanto,5 bintang,"Semakin ramai pengunjung, baik wisman, Wisnu maupun paguyuban-paguyuban sepeda sehat.",11 bulan lalu
Hendry Suta,5 bintang,"Lumayan buat foto foto, sebagai bukti sudah pernah ke Yogyakarta",3 bulan lalu
tommy wibawa,5 bintang,"Icon Jogja yang wajib dikunjungi.
Tempatnya nyaman, spot foto keren.
Nuansa lebih romantis dikala malam hari, sembari menikmati kendaraan lalu lalang disana. ♥️",2 tahun lalu
Dian Listyarini,5 bintang,"Bagus banget sekarang tugu jogja itu..
Banyak tempat nongkrongnya juga..😍🥰
Cafe..oleh2..angkringan semuanya ada.. …",2 tahun lalu
Moh Muhaemin,5 bintang,"Bersih, ramai,ikon kota, lokasi di arteri kota. Recommended",2 bulan lalu
Nopi Suhadianto,5 bintang,Tempat yang cocok untuk mengenang jogja dalam ingatan,6 bulan lalu
endrasena wr,5 bintang,Salah satu tempat dalam filosofi garis imaginer Yogyakarta,sebulan lalu
Mas Sisbandi,5 bintang,Salah satu tempat yg iconik di Jogja. Kalau pagi² sekali ke tempat ini relatif masih sepi jadi bisa foto² lebih bebas. Di sekitar tempat ini ada banyak cafe untuk nongkrong sambil lihat pemandangan tugu Jogja.,setahun lalu
PP Wardhana,5 bintang,"Legend, historic, romantic, bener2 tempat yang susah di lupakan, seputar tugu ada beberapa tempat nongkrong yang enak, spot foto iconic. Sampe jam 2 malam masih aja banyak yg ngobrol2 sekitar tugu.",Diedit 11 bulan lalu
Amanda Kenshi Nurfitri,5 bintang,"Tidak boleh foto tepat di tugu Jogja-nya di tengah² jalan, kalau mau foto harus dr pinggir jalan seperti ini, karena beberapa kali kejadian orang foto di Tugu Jogja (di tengah jalan) hampir tertabrak kendaraan yang sedang melaju. Itu membahayakan pengguna jalan lain.",3 tahun lalu
Reza Hadi,5 bintang,"Sahabat... Oh sahabat....
Tahu kah kamu...
Tempat ini merupakan salah satu lokasi ikonik di provinsi D.I.Yogyakarta, bahkan dlu sempat ada sebuah sesoroh yang berbunyi ""blum ke Jogja klo blum kesini""...
Tugu Jogja sendiri berada tepat digaris imajiner dengan gunung Merapi diutara dan pantai selatan (pantai Parangtritis) diselatan
Tugu Jogja dikenal juga dengan sebutan tugu pal putih....
Sebelum nya tugu Jogja berukuran lebih tinggi dengan nama tugu golong gilig namun kemudian direnovasi dan diubah menjadi bentuknya yang sekarang...",3 tahun lalu
Nasya,5 bintang,"Kalo mw parkir mobil di timur (setelah SD Bopkri). Parkir motor di selatan (depan hotel 1001). Hotelnya worth it dgn bintang + harganya. Cari oleh"" jg gampang dan banyak pilihannya.
TAPI KALO FOTO JANGAN DITENGAH JALAN YA MANIZZ🥰
.
If you want to park your car, park in the east (after Bopkri Elementary School). Motorcycles park in the south (in front of Hotel 1001). The hotel is worth it, considering its star rating and price. It's also easy to find souvenirs and there are plenty of options.
BUT DON'T TAKE PHOTOS IN THE MIDDLE OF THE ROAD, GUYZ 🥰",4 bulan lalu
pegasus “zahid” drag,5 bintang,Bagusnya berfoto di malam hari diatas jam 21.00 malam,6 bulan lalu
Nikmatul Munawaroh,5 bintang,"tugu Jogja ke Malioboro sekitar 1 km-an. Jalan aja enak sih buat aku pribadi. Banyak yang foto dengan background Tugu Jogja. Ada fotografer juga (tentunya berbayar ya, cuma bayar berapa ga tau). Ada cafe juga deket Tugu. Jadi viewnya Tugu Jogja dan tentunya ada angkringannya juga pastinya dong.",setahun lalu
Indra H.,5 bintang,"Bagus wkt malam hari, spot foto2 sbg salah satu ikon Jogja.
Lokasi jg bersih dan aman.
Disekitaran banyak kulineran dan tempat nongkrong.
Cm yg agak mengganggu adalah keberadaan beberapa pengemis dan pengamen. Tidak memaksa meminta uang, cm agak risih saat mau kongkow menikmati keindahan dan suasana Jogja.
Mgk perlu di standby kan petugas satpol PP utk menjaga kenyamanan",2 tahun lalu
Devy Lidiawaty,4 bintang,"Kalo ke jogja kudu fotosini yg ga akan terlewat kan,krna dtng masi jm10an jd gkbgtu rame bsa foto juga sambil bli kue bakpia kukus,bagus deh pokoya😍",2 tahun lalu
yulia kurniati,5 bintang,"Tugu Pal Putih merupakan bagian dari Tata Nilai Keistimewaan Yogyakarta
Tugu ini merupakan monumen pengganti dari tugu Golongan Gilig yang rusak karena Gempa pada 10 Juni 1867
Dan direnovasi oleh Pihak Belanda dengan arsitek dari Belanda dan diresmikan oleh Sri Sultan  pada 3 Oktober 1889
Dalam bahasa Belanda tugu ini dikenal dengan nama Witte Paal  ""Tugu Pal Putih""",2 tahun lalu
diniyanti permatasari,5 bintang,"yang gak bole ketinggalan kalo ke jogja foto disini, ya belum ke jogja kalo gak foto disini yakan, hehe, rame poll, jd pas mau foto antri dulu btw, trus sambil nunggiin jalanan sepi supaya foto baguuus, istimewanya jogja karna selalu ada sesuatu gasiiii😍",Diedit 2 tahun lalu
ADE SETIYAWAN,5 bintang,"Monumen istimewa dan ikonik Provinsi Daerah Istimewa Yogyakarta, rasanya ada yang kurang bila mengunjungi Yogyakarta tapi belum berfoto di Tugu ini.

Sekarang area sekitar tugu dan jalannya telah selesai direnovasi, tempatnya semakin bagus dan rapi, tidak ada kabel -kabel yang semrawut lagi di area Tugu ini.

Pengalaman pribadi waktu saya mengunjungi tugu ini beserta rombongan dengan bus yang cukup besar harus di drop di jalan dan dijemput lagi bila sudah selesai foto di tempat ini. Tapi kadang bisa juga parkir di pinggir jalan kalau situasinya tidak terlalu ramai.

Banyak juga masyarakat sekitar maupun wisatawan yang berolahraga di sekitar tugu dan berhenti sejenak untuk berfoto.",4 tahun lalu
Liya Izza,5 bintang,"Jogja istimewa
Nyaman banget liatin pemandangan tugu dari atas, sambil menikmati suasana",setahun lalu
Dea Satria 777,5 bintang,"Salah satu Landmarknya Yogyakarta yg sangatt ikonik, banyak wisawan yg ber swa foto di sini, lebih rekomen kesini malam hari, atau pagi2, biar suasananya lebih romantis hehe, klo siang panass polll.. 😅✌🏼 tp gk bosen2 kesini kan..",2 tahun lalu
Joko Subagyo,5 bintang,Monumen bersejarah yg sangat mengesankan dan sampai sekarang masih terawat dng baik. Merupakan peninggalan sejarah di kota Jogja yg banyak menyimpan kenangan pada saat penjajahan Belanda dan masih banyak lagi peninggalan lainnya di Jogjakarta yg dikenal sebagai kota budaya.,3 tahun lalu
Afri Afifah,5 bintang,"Ga abis2 ceritanya kalo disini. Tapi better kesini naik motor biar ga kena macet apalagi di weekend.
Jangan lupa makan di angkringan.",setahun lalu
topoets saputra,5 bintang,"Tempat yg selalu menjadi kenangan..  Sekitar tahun 90an sekitar jalan tugu ke selatan tempatnya Pasar klithikan ( jual barang2 bekas).., pojokan utara barat toko buku gunung Agung.. Sekarang telah banyak berubah..  Meninggalkan sekilas dalam kenanganku..  Jogja memang kota sejarah.. Yang selalu memberikan kerinduan..",setahun lalu
Mohammad Amkhan,5 bintang,"Selalu ramai pengunjung. Walaupun ramai, Jogja merupakan kota yang nyaman dan aman bagi wisatawan. Makanannya murah dan sangat variatif.",setahun lalu
Eko Rudianto,5 bintang,"Tugu monumental yang baru saja menjadi situs dunia dengan sumbu kota istimewa Jogja, berkunjung kesini malam hari adalah waktu yang paling banyak diminati, termasuk salahsatu destinasi wisata yang wajib dikunjungi ketika ke Jogja.",setahun lalu
Aryo Sanjaya,5 bintang,"Selalu merasakan energi yang kuat di sini. Hanya melihat saja, sudah merasakan kedamaian dalam hati. Meski sebentar, berusaha menyempatkan berhenti di sini untuk sekedar memandang, dan ambil foto tipis-tipis.",10 bulan lalu
ibnu sina rakasiwi,5 bintang,Tugu Jogja memang selalu menyajikan suasana yg selalu bikin kangen ... Cocok untuk tempat nongkrong bersama keluarga / kawan-kawan.,setahun lalu
Muhammad Abdul aziz,5 bintang,"Siapa sih yg ngga tau sama tugu ini
Suasananya asyik makanan di sekitar juga banyak pilihan. Mau makan murah ke angringan aja yg depan hotel 101 murah murah 1 tusuk cuma 3ribu",11 bulan lalu
Icha ervin,5 bintang,"Jasa foto 5ribu udah secakep inii
Depan amplaz..jgn lupaa mampir
Gaya juga diarahin ke kamera",6 bulan lalu
Ferris 21A21,5 bintang,"Tugu Yogyakarta, atau sering disebut Tugu Jogja, adalah sebuah monumen ikonik yang terletak di pusat kota Yogyakarta, Indonesia. Tugu ini dibangun pada tahun 1755 pada masa pemerintahan Sultan Mangkubumi, yang kemudian menjadi Sultan Hamengkubuwono I, sebagai simbol perlawanan dan persatuan antara Sultan dengan rakyat Yogyakarta.

Tugu Yogyakarta memiliki bentuk obelisk tinggi yang berwarna putih dengan puncak berbentuk bola emas. Posisi tugu ini berada di persimpangan jalan utama yang menghubungkan keraton Yogyakarta dengan laut selatan, serta merupakan titik pusat dari rute jalan yang mengarah ke arah timur dan barat. Secara simbolis, Tugu ini dianggap sebagai titik pertemuan antara dunia spiritual dan dunia fisik dalam tradisi Jawa.

Monumen ini awalnya dibangun untuk memperingati peristiwa penting dalam sejarah Yogyakarta, terutama saat perjuangan melawan penjajahan Belanda. Tugu Yogyakarta juga memiliki nilai estetika tinggi karena keindahan arsitekturnya yang mencolok, dan sering menjadi objek fotografi bagi wisatawan maupun masyarakat lokal.

Pada malam hari, Tugu Yogyakarta sering dihiasi dengan lampu-lampu yang mempercantik tampilannya, menjadikannya sebagai tempat yang ramai dan sering dikunjungi baik oleh penduduk setempat maupun wisatawan. Di sekitar Tugu juga terdapat berbagai fasilitas publik, seperti kafe, toko, dan pusat perbelanjaan, yang menjadikannya sebagai salah satu titik vital dalam kehidupan sehari-hari di Yogyakarta.",setahun lalu
DailyUse DUC,5 bintang,"Tugu yogya yg strategis buat di jadiin tempat nongkrong karena lokasinya yg ramai, dan bersih, di sekitaran tugu juga ada yg menyewakan scooter listrik, tempat sekedar ngopi atau nongkrong. Asik tempatnya, kalo ke arah selatan dari tugu ini bisa menuju ke jalan malioboro, tempat yg menurut saya sangat terkenal di yogya karna dengan nama jalan malioboro, tempatnya udah bersih, dan kalo malam, untuk jalan utamanya di tutup untuk kendaraan roda 2 ataupun 4 jadi menurut saya juga safety bila anak anak maen di sini, malioboro juga tempatnya ramai dengan pedagang, maupun penduduk asli yogya karena penduduknya ramah dan wellcome kepada para tamu di luar yogya, salutt deh sma orang yogya.",3 tahun lalu
FT Cahyo,4 bintang,Salah satu tempat ikonik di kota Jogjakarta. Rasanya tidak lengkap berkunjung ke Jogja kalau tidak melipir ke tempat ini. Biasanya kalau malam hari diakhir pekan ramai muda-mudi berkunjung untuk berswa foto. Tetap berhati-hati bagi anda yang ingin berfoto-foto di ikon Kota Jogja ini karena lalu lintas cukup ramai dan jaga barang bawaan anda. Jangan lupa tetap jaga kebersihan ya..,3 tahun lalu
Rachman Julianto,5 bintang,"Tugu Jogja sebagai primadona wisatawan yg berkunjung ke jogja pasti tau kalau tugu adalah tempat yang patut di kunjungi ketika di Joga.
Lokasinya yg sangat strategis berada di tengah kota.",Diedit 2 tahun lalu
Dendy Nurcahyo,5 bintang,"Memang bener, kalo liburan ke Jogja itu bakal kangen ke sana lg",4 bulan lalu
Maulina Lestari,5 bintang,Layanan ya Tugu berdiri Kokon Di tengah pusat Kota. Dari tugu inilah kita bisa melihat sekeliling keindahan Kota Jogja.,setahun lalu
RK,5 bintang,Tugu Jogja selalu istimewa ✨,sebulan lalu
Mamas Sipit,5 bintang,Jogja istimewa itu memang benar..,5 bulan lalu
Siska Dian Anggraeni,5 bintang,Jalan sore sama suami kesini waktu itu cuaca nya cerah sekali,10 bulan lalu
Erik Ferdiyanto,5 bintang,"Tempat ikonik di kota Jogja.
Kalau makin malam makin rame, dari semua kalangan ada, anak muda orang tua, semua nyari spot untuk foto.

Di sekitaran tugu banyak tempat beli oleh2 dan nongkrong, kalau ngincer bagus, fotonya subuh2..",6 bulan lalu
Rangga dy,5 bintang,"Tugu Jogja adalah salah satu ikon yang paling terkenal di kota yogyakarta, selain sangat terkenal, ternyata tugu ini pun memiliki kisah sejarah yang sangat berkaitan dengan kota jogja. Tidak sedikit orang yang berkunjung ketempat ini untuk menikmati keindahan tugu dan suasana sekitarnya yang selalu ramai oleh pengunjung. Jika anda hendak berkunjung ke tugu jogja, malam hari adalah waktu yang paling tepat untuk anda mengunjungi tempat ini.",7 tahun lalu
UTD PMI Bantul,5 bintang,"Terimakasih jogja istimewa. Ingat jangan di jalan, parkirlah di tempat yg tersedia atau di tempat yg lebih aman",9 bulan lalu
Irvan Aji,5 bintang,"Suasana cukup ramai, kurangnya tempat berteduh saat hujan.
Tapi benar2 berkesan ketika mengunjungi Jogja ya di tugu jogja.",9 bulan lalu
Aqua Penyok,5 bintang,"Tugu Jogja, atau yang sering disebut juga Tugu Yogyakarta, adalah simbol kota yang tidak dapat dilewatkan. Saya memiliki kesempatan untuk mengunjungi Tugu Jogja dan sangat terkesan dengan pengalaman saya di sini. …",2 tahun lalu
yopi hendrawan,5 bintang,"Pengalaman pertama gue di tugu jogya, historik nan sahdu, ngopi sore rame2 wisatawan, warisan budaya yg patut dilestarikan",sebulan lalu
goen poerwono,5 bintang,"Monumen tugu yang berwarna putih makanya sering di sebut tugu pal putih salah satu ikon kota Jogja.Lokasinya sekitar 1 km arah utara dari stasiun tugu.Di sekitarnya banyak penginapan juga kuliner dan sering di kunjungi wisatawan untuk berburu foto.Sayangnya tiap hari ramai kendaraan paling cocok datang saat masih pagi atau malam sekaliyan.

Kalau malam minggu banyak orang duduknya di sebelah selatannya ada taman dengan tugu miniatur dan tulisan Tugu Golong Giling.Kita bisa pesan minuman dan cemilan di angkringan di dekatnya sambil menunggu agak sepi biar dapat mengambil foto bagus.",6 tahun lalu
Fathia Nafila Ghina,5 bintang,"Ikon jogja? Bisa dibilang, ada cafe hits juga disekitarnya, ada self photo jg yg backgroundnya tugu, tp bagus kalo malem soalnya kalk sianh ya backlight",3 bulan lalu
iffah cothem,5 bintang,"Dengan orang yg tepat maka Tugu Jogja akan selalu menjadi kenangan hebat.

Karena datang waktu PPKM Pandemi Covid, jadi tugunya dipagerin. …",5 tahun lalu
arrya marcell,5 bintang,"The icon, selalu rame wara wiri kendaraan Selalu juga semua mata melihat nya dan jauh"" hanya sekedar mengabadikan nya",Diedit 2 minggu lalu
novi eka mardiansyah,5 bintang,"Setiap ke jogja, selalu menyempatkan waktu bahkan hanya untuk sekedar melewati tugu jogja, berkali kali ke jogja,tidak pernah bosan & selalu ingin kembali",setahun lalu
windu dolandolan,5 bintang,Wajah baru tugu jogja. Peresmian pasca revitalisasi tgl 18 desember kemarin. Sekarang tugu sudah lebih keren dan asyik karena sudah tidak ada kabal yang melintang menghalangi oemandangan.,5 tahun lalu
yesi noor azura,5 bintang,Tugu ditengah jalan. Sekitarnya banyak angkringan. Ini salad dan juice yg dekat tugu,6 bulan lalu
Akhmad Syabil,5 bintang,"Yang foto di tugu = pendatang, kata orang lokal",2 bulan lalu
Tikno,5 bintang,"Salah satu bangunan monumental di Jogja, bisa menikmatinya dari pinggiran jalan sambil melihat lalu lalang kendaraan. Disekitar lokasi juga ada beberapa cafe dan angkringan. Cocok buat nongkrong sama teman.",Diedit 3 tahun lalu
Yudha rangerbiru69,5 bintang,"Tempat yang selalu ramai dan iconic di kota jogja
Mau pagi siang sore malam selalu dikunjungi wisatawan baik dari dalam negeri sampai luar negeri …",2 tahun lalu
Nanung Ch,5 bintang,"Jika pertanyaannya "" coba jelaskan pengalaman anda ttg tugu Jogja sy akan jawab seperti makan pare mentah wkkk..canda ..., Sebagai orang Jogja sy bangga dgn aikon tugu Jogja, tp kali ini sy sedang kena sial karena olor kopling putus di lampu bangjo  barat tugu pada jm 21 00, bisa dibayangkan to? Sudah cuma gitu aja.",2 tahun lalu
marsa shabrina,5 bintang,engga ke DIY kalo engga ke Tugu. bersih skr. dan ada pagarnya yang mengelilingi,4 bulan lalu
teddy heriyanto,5 bintang,Selalu menyenangkan di kawasan Tugu Jogja..,sebulan lalu
Veronica Bagoes,5 bintang,"Sekarang makin banyak pengunjung yang menikmati malam hari di tugu Jogja, membeli beberapa camilan di angkringan dan menikmati lalu lintas Jogja yang tiada hentinya orang berlalu-lalang",10 bulan lalu
nantoi80,5 bintang,"Salah satu tempat bersejarah yang landmark di kota jogja,banuak komunitas yang peduli dengan literasi menggelar lapak baca buku gtatiss dan terbagi di jadwal hari yang berbeda,malem jumat ada,malem sabtu ada,malem minggu juga ada, malem …",7 tahun lalu
Rafael Ktp,4 bintang,"Saya sampai di jogja jam 23.50 WIB
Masih sangat ramai, beberapa warkop dan angkringan masih Buka, kebayang kalau siang atau akhir pekan.",setahun lalu
Halim Asyari,5 bintang,"Monumen Tugu Yogyakarta, yang berkunjung ke jogja kayaknya wajib kesini karena ini adalah ikon kota Yogyakarta, memang klasik tapi sangat menarik. Semua tempat wisata di sini juga klasik tapi sangat menarik untuk dikunjungi. jika ke tugu …",4 tahun lalu
Ompuns aja,5 bintang,"Yogyakarta itu identik dengan TUGU-nya ..... Semacam titik nol kota ini .... Yg juga bersambung nantinya dengan jalan Malioboro .....
Dua duanya benar benar icon Yogyakarta .... …",3 tahun lalu
Yosiana Gideon,5 bintang,Cuma sangat di sayang parkirnya lumayan harganya.. tapi yawd gpp cuma sekedar info,2 minggu lalu
Sigid Wahyudi,5 bintang,"Tugu Pal Putih terletak dalam satu garis imajiner yang menghubungkan antara pantai Selatan, panggung krapyak, kraton, tugu, dan gunung merapi. …",Diedit 2 tahun lalu
Anatha Priscy,5 bintang,"numpang lewat, sekalian pas udh mulai ga bnyk yg foto2 disitu, aku numpang foto juga disitu tp malem dan byr ke fotographer Rp 5000/1 foto .. hehehe .",9 bulan lalu
theresia cleopatra,5 bintang,"Tugu di subuh hari 🤗 Foto ini diambil saat mengikuti kegiatan dengan komunitas, hehehe 😁 …",5 bulan lalu
Hana,5 bintang,"Icon nya jogja. Kalau ke Jogja, silakan mampir ke sini. Selalu penuh pengunjung, baik di hari libur atau hari biasa. Ada beberapa cafe dg pemandangan suasana sekitar Tugu Jogja dari atas.",setahun lalu
kepo kepo,5 bintang,"Menu makanan banyak ,Kamar bersih , lokasi sangat strategis .
Playanan staf mbak nimas dkk ramah dan membantu",2 bulan lalu
